id_review,caption,relative_date,retrieval_date,rating,username,n_review_user,n_photo_user,url_user
ChdDSUhNMG9nS0VJQ0FnSURocDY2Wjl3RRAB,"Great deco with a certain character to the cafe. The food was good (the egg could be more creamy, a little too watery). The pistachio cake was amazing!",a day ago,2023-03-21 10:45:51.933025,4.0,Jimmy Zeng,0,0,https://www.google.com/maps/contrib/107585980605171869471/reviews?hl=en-US
ChdDSUhNMG9nS0VJQ0FnSURoc2VPUWxRRRAB,,a week ago,2023-03-21 10:45:51.934030,5.0,sean chen,0,0,https://www.google.com/maps/contrib/103368267456959655356/reviews?hl=en-US
ChZDSUhNMG9nS0VJQ0FnSURoX3ZTMFBBEAE,Nice and cozy place to dine in.,a week ago,2023-03-21 10:45:51.934874,5.0,Sharon Yeo,0,0,https://www.google.com/maps/contrib/118255047375070690189/reviews?hl=en-US
ChZDSUhNMG9nS0VJQ0FnSURoNHJTb1JREAE,"Didn't think that the rawness of the doumiao sprouts matched the eggs benedict. Also, too little hollandaise sauce - was hoping to mask the raw veg taste with the yolk and sauce. …",2 weeks ago,2023-03-21 10:45:51.935728,4.0,Cornelius Koshy,0,0,https://www.google.com/maps/contrib/116445828728080591343/reviews?hl=en-US
ChdDSUhNMG9nS0VJQ0FnSUR3NFBlVGx3RRAB,Good coffee. A bit noisy. Pretty cakes. Cosy.  Updated 2023: …,2 weeks ago,2023-03-21 10:45:51.936570,4.0,Baking Scientist,0,0,https://www.google.com/maps/contrib/117102698623806413736/reviews?hl=en-US
ChdDSUhNMG9nS0VJQ0FnSUNodl9DVC1BRRAB,A little gem hidden away in the DT5 Beauty World Station. Nice cosy coffee aroma. 10 minutes ride by car if you are climbling Bukit Timah hill or your end/start point of the Railway Corridor walk,3 weeks ago,2023-03-21 10:45:51.937460,5.0,Luke Goh,0,0,https://www.google.com/maps/contrib/111105385625218338544/reviews?hl=en-US
ChdDSUhNMG9nS0VJQ0FnSUNoMmQzWTBBRRAB,Nice atmosphere. Outdoor seating is pleasant. Pet friendly. Good service.,a month ago,2023-03-21 10:45:51.938351,5.0,Keng C Lai,0,0,https://www.google.com/maps/contrib/100700263996350738786/reviews?hl=en-US
ChdDSUhNMG9nS0VJQ0FnSUMta2VYb3lBRRAB,"Very nice and cozy place with great food, nice drinks and friendly staff. Perfect relaxing place after the green corridor bike ride from Tiong Bahru. 12/02 update: …",a month ago,2023-03-21 10:45:51.939197,5.0,Eric Benardeau,0,0,https://www.google.com/maps/contrib/106486443475810618123/reviews?hl=en-US
ChZDSUhNMG9nS0VJQ0FnSURCX3EtUGV3EAE,"Super Good English Brekkie with the lads, good scran, insane vibes, waitress (G) is a peng ting",2 months ago,2023-03-21 10:45:51.940061,5.0,Donovan H,0,0,https://www.google.com/maps/contrib/107004568216173107779/reviews?hl=en-US
ChdDSUhNMG9nS0VJQ0FnSURCd29lci1RRRAB,"Fresh bakes are great, a comfortable place for a coffee early morning",2 months ago,2023-03-21 10:45:51.940906,5.0,Jiayan Chua,0,0,https://www.google.com/maps/contrib/104245962794891191440/reviews?hl=en-US
