id_review,caption,relative_date,retrieval_date,rating,username,n_review_user,n_photo_user,url_user
ChdDSUhNMG9nS0VJQ0FnSURoeF9hdnFRRRAB,Went here for brunch and it was good! Gonna visit again and to try their orange juice and another menu…,a day ago,2023-03-20 23:08:43.924621,5.0,정서진,0,0,https://www.google.com/maps/contrib/109118095983669434270/reviews?hl=en-US
ChZDSUhNMG9nS0VJQ0FnSURoNjdEcERBEAE,We were going to order and they told us that it took more than an hour to serve. Over an hour for an egg sandwich ???,2 days ago,2023-03-20 23:08:43.925625,1.0,Tatiana Rodriguez,0,0,https://www.google.com/maps/contrib/101263615000911013011/reviews?hl=en-US
ChdDSUhNMG9nS0VJQ0FnSURocTV2Ri1nRRAB,"Poor queue management, bad dining experience for the price. Not worth imo",2 days ago,2023-03-20 23:08:43.926558,1.0,Jeffery Tan,0,0,https://www.google.com/maps/contrib/109857040025870455306/reviews?hl=en-US
ChdDSUhNMG9nS0VJQ0FnSURocV8yLXhRRRAB,Told us the order will 30 minutes only after we paid. Made us wait 40 mins.,2 days ago,2023-03-20 23:08:43.927427,1.0,Akshita Dhandhania,0,0,https://www.google.com/maps/contrib/112171469562881183818/reviews?hl=en-US
ChdDSUhNMG9nS0VJQ0FnSURoODVqZS13RRAB,,3 days ago,2023-03-20 23:08:43.928320,2.0,Aloysius,0,0,https://www.google.com/maps/contrib/111310848465229502526/reviews?hl=en-US
ChZDSUhNMG9nS0VJQ0FnSURoMDhtZVp3EAE,Food preparation takes way too long. Pricey.,3 days ago,2023-03-20 23:08:43.929212,1.0,LEE STANLEY,0,0,https://www.google.com/maps/contrib/100232629060047961219/reviews?hl=en-US
ChdDSUhNMG9nS0VJQ0FnSURobzdPSzRRRRAB,"For those who love eggs & and burgers. Our most regular orders are Fairfax, Cheese Burgers, and Bacon, cheese & eggs. If you're having two of the latter ones, the eggs are slightly runny, so your …",3 days ago,2023-03-20 23:08:43.930061,5.0,Ferdi,0,0,https://www.google.com/maps/contrib/101089507334323086805/reviews?hl=en-US
ChZDSUhNMG9nS0VJQ0FnSURoN2VTRldBEAE,First time dining there and it was a horrible experience. The food was good but let down by the very poor service. It was a weekday lunch and it was not crowded at 1pm. …,5 days ago,2023-03-20 23:08:43.930934,1.0,Jane Chia,0,0,https://www.google.com/maps/contrib/108020811819574685522/reviews?hl=en-US
ChdDSUhNMG9nS0VJQ0FnSURoOWNXZy1BRRAB,Been going back quite often. Good. Sandwiches are super tasty.  Highly recommended!,6 days ago,2023-03-20 23:08:43.931816,5.0,Evan Ong,0,0,https://www.google.com/maps/contrib/113194222823637588699/reviews?hl=en-US
ChdDSUhNMG9nS0VJQ0FnSURoNmJlZmpBRRAB,The price is too expensive for the food and drinks that they served. Nothing special or uniqueness in their sandwiches or burgers that at least can justify the price. The sandwich is just like a normal bread with bacon & egg. Don't even have condiments served.,a week ago,2023-03-20 23:08:43.932717,2.0,Enrique Montes,0,0,https://www.google.com/maps/contrib/110181216861702143115/reviews?hl=en-US
ChZDSUhNMG9nS0VJQ0FnSURoNlpLblNBEAE,"I'm not a huge fan of runny eggs, and it seems no other option is available here other than certain sandwiches with scrambled eggs. The flavor of their sandwiches was good. They won't deconstruct a sandwich for a picky child, and since the …",a week ago,2023-03-20 23:08:50.325073,3.0,Rachel Atwood,0,0,https://www.google.com/maps/contrib/102929702442100958114/reviews?hl=en-US
ChZDSUhNMG9nS0VJQ0FnSURodHRmM2RBEAE,,a week ago,2023-03-20 23:08:50.326053,4.0,RMM,0,0,https://www.google.com/maps/contrib/109019152518549555865/reviews?hl=en-US
ChdDSUhNMG9nS0VJQ0FnSURodHB2WGtnRRAB,,a week ago,2023-03-20 23:08:50.326960,3.0,El Huang,0,0,https://www.google.com/maps/contrib/109111542922063060266/reviews?hl=en-US
ChZDSUhNMG9nS0VJQ0FnSURoMXZHM0dnEAE,,a week ago,2023-03-20 23:08:50.327893,5.0,Eddie Lim,0,0,https://www.google.com/maps/contrib/118109855323623109704/reviews?hl=en-US
ChZDSUhNMG9nS0VJQ0FnSUM2azdMd1BBEAE,Overhyped egg sandwich..not value for money and waste of more than 1 hr in queue..,2 weeks ago,2023-03-20 23:08:50.328806,1.0,Vishal Pendharkar,0,0,https://www.google.com/maps/contrib/106587282851270444211/reviews?hl=en-US
ChZDSUhNMG9nS0VJQ0FnSURoMHJYSVNREAE,The taste is okay and the port …,2 weeks ago,2023-03-20 23:08:50.329753,3.0,J Marz,0,0,https://www.google.com/maps/contrib/116765908169109378619/reviews?hl=en-US
ChZDSUhNMG9nS0VJQ0FnSURoa291NldREAE,,2 weeks ago,2023-03-20 23:08:50.330730,4.0,Edmund Neo,0,0,https://www.google.com/maps/contrib/116153009954346844486/reviews?hl=en-US
ChZDSUhNMG9nS0VJQ0FnSURoa3FybUNnEAE,The ambience is nice but other than that the food was just alright! Nothing fantastic about food.,2 weeks ago,2023-03-20 23:08:50.331676,2.0,Bhavani Samantha,0,0,https://www.google.com/maps/contrib/115335832464296296974/reviews?hl=en-US
ChdDSUhNMG9nS0VJQ0FnSURoNG9fVnVBRRAB,Food is OK only. Price is expensive. Nice environment.,2 weeks ago,2023-03-20 23:08:50.332619,3.0,JIMMY NG,0,0,https://www.google.com/maps/contrib/114623388382944327109/reviews?hl=en-US
ChdDSUhNMG9nS0VJQ0FnSURoNHA3djVRRRAB,,2 weeks ago,2023-03-20 23:08:50.333578,4.0,Joseph Lim,0,0,https://www.google.com/maps/contrib/114787788358966387962/reviews?hl=en-US
ChdDSUhNMG9nS0VJQ0FnSURod3FpQ213RRAB,"Takes a while for the food to be ready, nice scrambled eggs. The brioche bun felt a little dry as compared to other brioche buns. Not sure if it was a little stale, or if the buns are this way to maintain their shape and not absorb too much scrambled eggs.",2 weeks ago,2023-03-20 23:08:56.836689,5.0,Jia De Cheok,0,0,https://www.google.com/maps/contrib/108411486357749493750/reviews?hl=en-US
ChZDSUhNMG9nS0VJQ0FnSURodk1MT1hnEAE,,2 weeks ago,2023-03-20 23:08:56.837772,5.0,Stephen Lee,0,0,https://www.google.com/maps/contrib/115136140667644797642/reviews?hl=en-US
ChZDSUhNMG9nS0VJQ0FnSURoM0xHTk1BEAE,,2 weeks ago,2023-03-20 23:08:56.838717,4.0,Txoov Lo,0,0,https://www.google.com/maps/contrib/101696679267243066833/reviews?hl=en-US
ChZDSUhNMG9nS0VJQ0FnSURocUlPcmZ3EAE,Not sure what all the hype was about.  The egg wasn't even fully cooked.  The drinks are pretty good tho.  Likely won't come back.,2 weeks ago,2023-03-20 23:08:56.839637,2.0,Andy Lo,0,0,https://www.google.com/maps/contrib/106053094715534258822/reviews?hl=en-US
ChdDSUhNMG9nS0VJQ0FnSURoNE1pcXp3RRAB,"Basically egg burgers, not too many options for people who want healthy options.",3 weeks ago,2023-03-20 23:08:56.840526,4.0,Girish Khanna,0,0,https://www.google.com/maps/contrib/106118950104354151042/reviews?hl=en-US
ChdDSUhNMG9nS0VJQ0FnSUNocl9tem9BRRAB,,3 weeks ago,2023-03-20 23:08:56.841368,4.0,SUEOK SON,0,0,https://www.google.com/maps/contrib/108008012644124363151/reviews?hl=en-US
ChdDSUhNMG9nS0VJQ0FnSUNoal9lV21BRRAB,,3 weeks ago,2023-03-20 23:08:56.842239,5.0,Bill Tanizaal,0,0,https://www.google.com/maps/contrib/111503186384200676970/reviews?hl=en-US
ChZDSUhNMG9nS0VJQ0FnSUNobDQzckdnEAE,Overall experience not bad. Food is good. But personally find it abit overprice.,3 weeks ago,2023-03-20 23:08:56.843193,3.0,David Wee,0,0,https://www.google.com/maps/contrib/113111608067008735324/reviews?hl=en-US
ChdDSUhNMG9nS0VJQ0FnSURXbzZhd2tnRRAB,Great place to dine. Food was great and staff were phenomenal!,3 weeks ago,2023-03-20 23:08:56.844132,5.0,Caden Liew,0,0,https://www.google.com/maps/contrib/111995406702506835285/reviews?hl=en-US
ChdDSUhNMG9nS0VJQ0FnSUNodllpbGh3RRAB,Interesting scramble egg burger but with premium pricing. Prime.location affect premium price.,a month ago,2023-03-20 23:08:56.845042,4.0,motto GP,0,0,https://www.google.com/maps/contrib/104757003708368374297/reviews?hl=en-US
ChZDSUhNMG9nS0VJQ0FnSUNoalpYSGRREAE,Came just before lunch hour at 1120am. Had to wait more than 45mins for my takeaway to be ready. Will never come back. Much better and quicker options out there.,a month ago,2023-03-20 23:09:03.324764,1.0,JW Tan,0,0,https://www.google.com/maps/contrib/117378083529741689603/reviews?hl=en-US
ChdDSUhNMG9nS0VJQ0FnSUNoalpUaDhRRRAB,Eggslut is not just like other burger concept it's inspired love for eggs... Menu is balance of comfort delicious it's is more than just a meals.,a month ago,2023-03-20 23:09:03.325847,5.0,CHATRICHALERM PRACHYACHA,0,0,https://www.google.com/maps/contrib/101619474529377733210/reviews?hl=en-US
ChdDSUhNMG9nS0VJQ0FnSUNoalpTdHl3RRAB,,a month ago,2023-03-20 23:09:03.326813,4.0,Ryan Yen,0,0,https://www.google.com/maps/contrib/110999017011731178229/reviews?hl=en-US
