id_review,caption,relative_date,retrieval_date,rating,username,n_review_user,n_photo_user,url_user
ChZDSUhNMG9nS0VJQ0FnSURocDVQelRnEAE,"Taste: Probably my top 3 pasta places in SG considering most places cannot do it well. Their pesto pasta was quite good. Burrata was fresh though slightly small for its price. Good for celebration but I do find the food slightly salty and oily end of the meal, not for regular dining.  Cost: $100+ for 3 pax  Waiting time: 20 minutes  Overall: 4/5",a day ago,2023-03-21 13:42:56.063163,4.0,Grace Bu,0,0,https://www.google.com/maps/contrib/111891956501988952404/reviews?hl=en-US
ChdDSUhNMG9nS0VJQ0FnSURoMUszZDF3RRAB,,2 weeks ago,2023-03-21 13:42:56.064308,5.0,isabelle s tay,0,0,https://www.google.com/maps/contrib/114128529581763939521/reviews?hl=en-US
ChdDSUhNMG9nS0VJQ0FnSURobEtQR3l3RRAB,Had some really nice meals here while it was still open mid 2022. Enjoyed the airiness and char of the pizza.,2 weeks ago,2023-03-21 13:42:56.065377,4.0,Sheng,0,0,https://www.google.com/maps/contrib/106087228995573038993/reviews?hl=en-US
ChZDSUhNMG9nS0VJQ0FnSURCN3Fxb0ZnEAE,"Amazing Italian food! You can taste the freshness of their pasta. We asked our waiter to surprise us with a pizza and pasta, let’s just say it did not disappoint. We live in Hawaii and are still dreaming of the meal we ate there. It was so good I forgot to take photos of my meals😅",2 months ago,2023-03-21 13:42:56.066357,5.0,Lena Luboviski,0,0,https://www.google.com/maps/contrib/111651175338601712202/reviews?hl=en-US
ChdDSUhNMG9nS0VJQ0FnSURCbW8yZXBnRRAB,,2 months ago,2023-03-21 13:42:56.067214,5.0,Nigell Tay,0,0,https://www.google.com/maps/contrib/114002735970200827211/reviews?hl=en-US
ChdDSUhNMG9nS0VJQ0FnSUNCdjVTeWtRRRAB,"Great place for a great meal. Food is delicious, service is excellent and atmosphere is cozy. Price is also reasonable. 👍🏻😃 …",2 months ago,2023-03-21 13:42:56.068193,5.0,Alan Ng,0,0,https://www.google.com/maps/contrib/115330006527930212763/reviews?hl=en-US
ChZDSUhNMG9nS0VJQ0FnSUNCajZHRk5BEAE,Unpleasant dining experience here.  1. We were not welcome with a smile from the guy at the reception and also most all the waiters (there's only one great guy which serve the dish)  2. Ambience was ok but there's a weird smell. There's a dusty + mouldy smell on the 2nd for where we were seated.  3.  The taste of the FOOD WAS very flat. My linguine tasted like oil and the spaghetti is just like something you can get from a frozen spaghetti. Salad was totally like a mixed of  leftover vegetables.  4. It's feel unpleasant to be seated so near to the basin.  Just not worthy to dine here. Should have read the reviews before we came.,2 months ago,2023-03-21 13:42:56.069143,1.0,Fred Chan,0,0,https://www.google.com/maps/contrib/116898466139355383118/reviews?hl=en-US
ChZDSUhNMG9nS0VJQ0FnSUNCOTlEY2FnEAE,I must say.. THE FRUTTI DI MARE IS INSANELY GOOD.  The staff here are very friendly and helpful. Definitely would come back. 🥹,2 months ago,2023-03-21 13:42:56.070147,5.0,Draco Gan,0,0,https://www.google.com/maps/contrib/104680455207431665483/reviews?hl=en-US
ChdDSUhNMG9nS0VJQ0FnSUNCdlpqeGx3RRAB,,2 months ago,2023-03-21 13:42:56.071131,5.0,Steven Yu,0,0,https://www.google.com/maps/contrib/104789792769165602637/reviews?hl=en-US
ChdDSUhNMG9nS0VJQ0FnSUNCblo2bmlnRRAB,We had a lovely dinner at Cicheti. The pizza there never fails. Special mention goes to the polpo. It was flavorful and the texture was perfect! We ended our dinner with the cocoa cake.,2 months ago,2023-03-21 13:42:56.072095,4.0,Samuel Lee,0,0,https://www.google.com/maps/contrib/116679404321090221098/reviews?hl=en-US
